,Unnamed: 0,Date publication,Type de publication,Titre,Libellé recommandation,Destinataire 1,Destinataire 2,Destinataire 3,text_cleaned,text_preprocess,verbe_inf
1343,1343,08/02/2017,RPA T2,L'ordre national des chirurgiens-dentistes,Fixer par voie réglementaire le montant et les modalités d'attribution des indemnités susceptibles d'être allouées au président de la chambre disciplinaire nationale.,Ministère chargé de la Santé et des affaires sociales,Ministère chargé de la Santé et des affaires sociales,Agence technique de l'information sur l'hospitalisation,L'ordre national des chirurgiens-dentistes L'ordre national des chirurgiens-dentistes,"[ordre, national, chirurgiens-dentistes, ordre, national, chirurgiens-dentistes]",[]
1344,1344,08/02/2017,RPA T2,L'ordre national des chirurgiens-dentistes,"Prohiber l'exercice,  par  une  même  personne,  des  fonctions  de président de la chambre disciplinaire nationale et de conseiller des instances nationales.",Ministère chargé de la Santé et des affaires sociales,Ministère chargé de la Santé et des affaires sociales,Agence technique de l'information sur l'hospitalisation,L'ordre national des chirurgiens-dentistes L'ordre national des chirurgiens-dentistes,"[ordre, national, chirurgiens-dentistes, ordre, national, chirurgiens-dentistes]","[Prohiber, conseiller]"
1345,1345,08/02/2017,RPA T2,L'ordre national des chirurgiens-dentistes,Rendre incompatibles les fonctions ordinales et les fonctions syndicales.,Ministère chargé de la Santé et des affaires sociales, , ,L'ordre national des chirurgiens-dentistes L'ordre national des chirurgiens-dentistes,"[ordre, national, chirurgiens-dentistes, ordre, national, chirurgiens-dentistes]",[Rendre]
1346,1346,08/02/2017,RPA T2,L'ordre national des chirurgiens-dentistes,"Engager sans tarder une remise en ordre de la gestion :

- en imposant la publicité des indemnités et avantages de toute nature accordés aux conseillers ordinaux sur une base nominative ;

-  en soumettant l'Ordre à des procédures d'achat conformes aux règles de publicité et de mise en concurrence prévues dans le projet d'ordonnance de l'article 212 de la loi du 26 janvier 2016 de modernisation de notre système de santé.",Ministère chargé de la Santé et des affaires sociales,Ministère chargé de la Santé et des affaires sociales,Agence technique de l'information sur l'hospitalisation,L'ordre national des chirurgiens-dentistes L'ordre national des chirurgiens-dentistes,"[ordre, national, chirurgiens-dentistes, ordre, national, chirurgiens-dentistes]","[Engager, tarder]"
1347,1347,08/02/2017,RPA T2,La CIPAV,"Faire de la fiabilisation des données relatives aux affiliés de la CIPAV une priorité conjointe de la tutelle, de la caisse et des autres organismes concernés (ACOSS, RSI).",Ministère chargé de la Santé et des affaires sociales,Agence Centrale des Organismes de Sécurité Sociale,Régime social des indépendants,La CIPAV La CIPAV,"[CIPAV, CIPAV]",[Faire]
1348,1348,08/02/2017,RPA T2,La CIPAV,Clarifier rapidement les périmètres respectifs de chacun de ces organismes au regard des professions rattachées à l'un et à l'autre.,Ministère chargé de la Santé et des affaires sociales, , ,La CIPAV La CIPAV,"[CIPAV, CIPAV]",[]
1349,1349,08/02/2017,RPA T2,La CIPAV,"En tirer toutes les conséquences en amendant le contrat d'objectifs pluriannuels conclu par l'État avec la CNAVPL et en déclinant dans le contrat de gestion entre cette dernière et la CIPAV, en fonction de son nouveau périmètre, les objectifs, le calendrier et les résultats attendus en termes de qualité de service d'une trajectoire de redressement actualisée.",Ministère chargé de la Santé et des affaires sociales, , ,La CIPAV La CIPAV,"[CIPAV, CIPAV]",[tirer]
1350,1350,08/02/2017,RPA T2,La CIPAV,Rétablir dans leurs droits les auto-entrepreneurs pour les années 2009 à 2015 (recommandation réitérée).,Ministère chargé de la Santé et des affaires sociales, , ,La CIPAV La CIPAV,"[CIPAV, CIPAV]",[Rétablir]
1351,1351,08/02/2017,RPA T2,"Le bilan de la réforme des grands ports maritimes : une mise en oeuvre inégale, des effets modestes, une attractivité insuffisante
","Réviser la stratégie nationale portuaire dans le but de définir les voies d'une coopération plus poussée entre les ports et des priorités d'investissement 
",Ministère chargé des Transports, , ,"Le bilan de la réforme des grands ports maritimes : une mise en oeuvre inégale, des effets modestes, une attractivité insuffisante
 Le bilan de la réforme des grands ports maritimes : une mise en oeuvre inégale, des effets modestes, une attractivité insuffisante
","[bilan, réforme, grands, ports, maritimes, mise, oeuvre, inégale, effets, modestes, attractivité, insuffisante, bilan, réforme, grands, ports, maritimes, mise, oeuvre, inégale, effets, modestes, attractivité, insuffisante]","[Réviser, définir]"
1352,1352,08/02/2017,RPA T2,"Le bilan de la réforme des grands ports maritimes : une mise en oeuvre inégale, des effets modestes, une attractivité insuffisante
","Améliorer prioritairement la desserte ferroviaire des principaux grands ports maritimes (Le Havre et Dunkerque) 
",Ministère chargé des Transports, , ,"Le bilan de la réforme des grands ports maritimes : une mise en oeuvre inégale, des effets modestes, une attractivité insuffisante
 Le bilan de la réforme des grands ports maritimes : une mise en oeuvre inégale, des effets modestes, une attractivité insuffisante
","[bilan, réforme, grands, ports, maritimes, mise, oeuvre, inégale, effets, modestes, attractivité, insuffisante, bilan, réforme, grands, ports, maritimes, mise, oeuvre, inégale, effets, modestes, attractivité, insuffisante]",[Améliorer]
1353,1353,08/02/2017,RPA T2,"Le bilan de la réforme des grands ports maritimes : une mise en oeuvre inégale, des effets modestes, une attractivité insuffisante
","Améliorer la gestion domaniale en optimisant les recettes et en fiabilisant la gestion des grands ports maritimes 
",Ministère chargé des Transports, , ,"Le bilan de la réforme des grands ports maritimes : une mise en oeuvre inégale, des effets modestes, une attractivité insuffisante
 Le bilan de la réforme des grands ports maritimes : une mise en oeuvre inégale, des effets modestes, une attractivité insuffisante
","[bilan, réforme, grands, ports, maritimes, mise, oeuvre, inégale, effets, modestes, attractivité, insuffisante, bilan, réforme, grands, ports, maritimes, mise, oeuvre, inégale, effets, modestes, attractivité, insuffisante]",[Améliorer]
1354,1354,08/02/2017,RPA T2,"Le bilan de la réforme des grands ports maritimes : une mise en oeuvre inégale, des effets modestes, une attractivité insuffisante
","Recueillir les déclarations d'intérêts et leurs actualisations selon les délais et critères réglementaires et sous un format permettant l'analyse d'ici mi-2017.
",Ministère chargé des Transports, , ,"Le bilan de la réforme des grands ports maritimes : une mise en oeuvre inégale, des effets modestes, une attractivité insuffisante
 Le bilan de la réforme des grands ports maritimes : une mise en oeuvre inégale, des effets modestes, une attractivité insuffisante
","[bilan, réforme, grands, ports, maritimes, mise, oeuvre, inégale, effets, modestes, attractivité, insuffisante, bilan, réforme, grands, ports, maritimes, mise, oeuvre, inégale, effets, modestes, attractivité, insuffisante]",[]
1355,1355,08/02/2017,RPA T2,"Les autoroutes ferroviaires : une ambition qui peine à se réaliser
","Mettre en oeuvre d'ici 2018 la mise en concession de l'autoroute ferroviaire alpine et poursuivre la réduction de son subventionnement 
",Ministère chargé des Transports, , ,"Les autoroutes ferroviaires : une ambition qui peine à se réaliser
 Les autoroutes ferroviaires : une ambition qui peine à se réaliser
","[autoroutes, ferroviaires, ambition, peine, réaliser, autoroutes, ferroviaires, ambition, peine, réaliser]","[Mettre, poursuivre]"
1356,1356,08/02/2017,RPA T2,"Les autoroutes ferroviaires : une ambition qui peine à se réaliser
","Evaluer le bénéfice socio-économique et environnemental apporté à la collectivité par l'autoroute ferroviaire Perpignan-Luxembourg
",Ministère chargé des Transports, , ,"Les autoroutes ferroviaires : une ambition qui peine à se réaliser
 Les autoroutes ferroviaires : une ambition qui peine à se réaliser
","[autoroutes, ferroviaires, ambition, peine, réaliser, autoroutes, ferroviaires, ambition, peine, réaliser]",[Evaluer]
1357,1357,27/11/2017,RPT,L'avenir de l'assurance maladie,"Enjeu n° 4 : mieux organiser le système de soins pour l'adapter aux besoins des patients :
- afin de désengorger les urgences hospitalières, renforcer la réponse de soins de ville en conditionnant une partie des rémunérations des
médecins au développement de la permanence des soins, de l'extension des horaires d'ouverture et de la réponse de soins non programmés, et expérimenter à l'entrée des urgences une régulation médicale indépendante de l'hôpital permettant d'orienter les patients vers la réponse de soins, ambulatoire ou hospitalière, la mieux adaptée à leur état (recommandation n° 4).",Ministère chargé de la Santé et des affaires sociales, , ,L'avenir de l'assurance maladie L'avenir de l'assurance maladie,"[avenir, assurance, maladie, avenir, assurance, maladie]","[organiser, adapter, désengorger, renforcer, expérimenter, orienter]"
1358,1358,27/11/2017,RPT,L'avenir de l'assurance maladie,"Enjeu n° 6 : inciter, par une révision profonde des modes de prise en charge des produits et prestations par l'assurance maladie, à une utilisation optimale de ses moyens :
- aligner la tarification des activités des établissements de santé sur les coûts observés dans les établissements les plus performants, en
adoptant une démarche pluriannuelle (recommandation n° 10).",Ministère chargé de la Santé et des affaires sociales, , ,L'avenir de l'assurance maladie L'avenir de l'assurance maladie,"[avenir, assurance, maladie, avenir, assurance, maladie]","[inciter, aligner]"
1359,1359,27/11/2017,RPT,L'avenir de l'assurance maladie,"Enjeu n° 4 : mieux organiser le système de soins pour l'adapter aux besoins des patients :
- développer une tarification au parcours de soins, notamment pour les patients atteints d'affection de longue durée, et à l'épisode de soins, en globalisant dans une enveloppe les rémunérations des professionnels de santé du secteur de la ville et de l'hôpital (recommandation n° 11).",Ministère chargé de la Santé et des affaires sociales, , ,L'avenir de l'assurance maladie L'avenir de l'assurance maladie,"[avenir, assurance, maladie, avenir, assurance, maladie]","[organiser, adapter, développer]"
1360,1360,27/11/2017,RPT,L'avenir de l'assurance maladie,"Enjeu n° 6 : inciter, par une révision profonde des modes de prise en charge des produits et prestations par l'assurance maladie, à une utilisation optimale de ses moyens :
- enrichir l'évaluation médico-économique, par classe de médicaments,de produits et de prestations ou par catégorie d'utilisation, par des référentiels médico-économiques permettant de mieux asseoir la prise de décision (recommandation n° 7).",Ministère chargé de la Santé et des affaires sociales, , ,L'avenir de l'assurance maladie L'avenir de l'assurance maladie,"[avenir, assurance, maladie, avenir, assurance, maladie]","[inciter, asseoir]"
1361,1361,27/11/2017,RPT,L'avenir de l'assurance maladie,"Enjeu n°1 : rénover le cadre du pilotage financier de l'assurance maladie :
renforcer et adapter l'ONDAM :
- améliorer la maîtrise annuelle des dépenses de la branche maladie, en instaurant pour les soins de ville une réserve prudentielle permettant
de réduire les tarifs ou de suspendre les augmentations tarifaires en cas de non-respect de l'objectif prévisionnel de dépenses (recommandation n° 2).",Ministère chargé de la Santé et des affaires sociales, , ,L'avenir de l'assurance maladie L'avenir de l'assurance maladie,"[avenir, assurance, maladie, avenir, assurance, maladie]","[rénover, renforcer, adapter, améliorer, réduire, suspendre]"
1362,1362,27/11/2017,RPT,L'avenir de l'assurance maladie,"Enjeu n° 2 : réorganiser l'assurance maladie :
- redéfinir l'articulation entre assurance maladie obligatoire et assurances omplémentaires, en particulier en rationalisant les restes
à charge pour les assurés, en répartissant clairement les prises en charge par secteurs de soins entre les deux dispositifs de couverture,
ou en envisageant la mise en place d'un « bouclier sanitaire » plafonnant dans tous les cas le reste à charge des assurés (recommandation n° 5).",Ministère chargé de la Santé et des affaires sociales, , ,L'avenir de l'assurance maladie L'avenir de l'assurance maladie,"[avenir, assurance, maladie, avenir, assurance, maladie]","[réorganiser, redéfinir]"
1363,1363,27/11/2017,RPT,L'avenir de l'assurance maladie,"Enjeu n°1 : rénover le cadre du pilotage financier de l'assurance maladie :
. renforcer et adapter l'ONDAM :
- identifier dans l'ONDAM un sous-objectif spécifique relatif à la prévention en santé intégrant notamment les dépenses du Fonds
national de prévention et d'éducation et d'information sanitaires, en les exonérant de mesures de régulation budgétaire, destiné à construire une vision interministérielle consolidée des dépenses, dans le cadre d'un document de politique transversale (recommandation n° 12).",Ministère chargé de la Santé et des affaires sociales, , ,L'avenir de l'assurance maladie L'avenir de l'assurance maladie,"[avenir, assurance, maladie, avenir, assurance, maladie]","[rénover, renforcer, adapter, identifier, construire]"
1364,1364,27/11/2017,RPT,L'avenir de l'assurance maladie,"Enjeu n°1 : rénover le cadre du pilotage financier de l'assurance maladie :
. renforcer et adapter l'ONDAM :
- créer par étapes, en partant du Fonds d'intervention régional, un objectif régional pluriannuel de dépenses d'assurance maladie qui
serait à la fois :
? -différencié dans son niveau pour tenir compte des nécessités de rééquilibrage du rapport entre offre et besoin de soins dans les régions ;
? -flexible dans sa répartition entre secteurs de soins en fonction des nécessités appréciées par les ARS ;
? -encadré dans les possibilités de différenciation tarifaire (recommandation n° 15).",Ministère chargé de la Santé et des affaires sociales, , ,L'avenir de l'assurance maladie L'avenir de l'assurance maladie,"[avenir, assurance, maladie, avenir, assurance, maladie]","[rénover, renforcer, adapter, créer, tenir]"
1365,1365,27/11/2017,RPT,L'avenir de l'assurance maladie,"Enjeu n° 7 : Réunifier et renforcer le pilotage du système de santé:
- réorganiser le pilotage du système de santé pour renforcer la cohérence de l'action de l'État et de l'assurance maladie (recommandation n° 16).",Ministère chargé de la Santé et des affaires sociales, , ,L'avenir de l'assurance maladie L'avenir de l'assurance maladie,"[avenir, assurance, maladie, avenir, assurance, maladie]","[renforcer, réorganiser, renforcer]"
1366,1366,27/11/2017,RPT,L'avenir de l'assurance maladie,"Enjeu n° 7 : Réunifier et renforcer le pilotage du système de santé :
- dans cette perspective, examiner l'opportunité de la création d'une Agence nationale de santé qui serait responsable de l'organisation de
la mise en oeuvre des politiques de santé et qui regrouperait les compétences exercées en ces domaines d'une part par le ministère de la santé, d'autre part par l'assurance maladie (recommandation n° 17).", , , ,L'avenir de l'assurance maladie L'avenir de l'assurance maladie,"[avenir, assurance, maladie, avenir, assurance, maladie]","[renforcer, examiner]"
1367,1367,29/11/2017,RPT,L'avenir de l'assurance maladie,"Enjeu n°1 : rénover le cadre du pilotage financier de l'assurance maladie : garantir l'équilibre des comptes de la branche maladie :
- introduire dans le cadre organique régissant les lois de financement de la sécurité sociale une règle d'équilibre de l'assurance maladie
(recommandation n° 1).",Ministère chargé de la Santé et des affaires sociales, , ,L'avenir de l'assurance maladie L'avenir de l'assurance maladie,"[avenir, assurance, maladie, avenir, assurance, maladie]","[rénover, garantir]"
1368,1368,29/11/2017,RPT,L'avenir de l'assurance maladie,"Enjeu n° 3 : rendre l'accès aux soins plus équitable :
- introduire dans les dispositions législatives communes aux conventions conclues entre l'assurance maladie et les professions de
santé :
  . des règles de conventionnement sélectif, subordonné à la recertification périodique des professionnels de santé et aux besoins des territoires d'installation ;
  . des règles de plafonnement des dépassements d'honoraires autorisés dans le cadre des dispositifs conventionnels avec l'assurance
maladie entraînant en cas de non-respect l'exclusion du conventionnement du professionnel de santé en cause, et dans celui des contrats solidaires et responsables (recommandations n° 3).", , , ,L'avenir de l'assurance maladie L'avenir de l'assurance maladie,"[avenir, assurance, maladie, avenir, assurance, maladie]",[rendre]
1369,1369,29/11/2017,RPT,L'avenir de l'assurance maladie,"Enjeu n° 4 : mieux organiser le système de soins pour l'adapter aux besoins
des patients :
- renforcer la complémentarité et la subsidiarité entre les professions de santé par une révision régulière des décrets d'actes et des nomenclatures, ainsi que des maquettes de formation, et par la mise en place rapide des pratiques avancées prévues par la loi (recommandation n° 6).", , , ,L'avenir de l'assurance maladie L'avenir de l'assurance maladie,"[avenir, assurance, maladie, avenir, assurance, maladie]","[organiser, adapter, renforcer]"
1370,1370,29/11/2017,RPT,L'avenir de l'assurance maladie,"Enjeu n° 6 : inciter, par une révision profonde des modes de prise en charge des produits et prestations par l'assurance maladie, à une utilisation optimale de ses moyens :
- augmenter significativement la part des rémunérations forfaitaires (forfaits pour une catégorie de patients et rémunérations à la
performance modulées en fonction d'objectifs élargis de santé publique et de qualité) dans la rémunération des professionnels de santé libéraux (recommandation n° 8).", , , ,L'avenir de l'assurance maladie L'avenir de l'assurance maladie,"[avenir, assurance, maladie, avenir, assurance, maladie]","[inciter, augmenter]"
1371,1371,29/11/2017,RPT,L'avenir de l'assurance maladie,"Enjeu n° 6 : inciter, par une révision profonde des modes de prise en charge des produits et prestations par l'assurance maladie, à une utilisation optimale de ses moyens :
- introduire dans les dispositions législatives relatives aux conventions conclues entre l'assurance maladie et les médecins une disposition mettant, suivant l'exemple allemand, sous enveloppe régionale les rémunérations des médecins libéraux de façon à limiter le nombre
d'actes réalisés et de prescriptions (recommandation n° 9).", , , ,L'avenir de l'assurance maladie L'avenir de l'assurance maladie,"[avenir, assurance, maladie, avenir, assurance, maladie]","[inciter, limiter]"
1372,1372,29/11/2017,RPT,L'avenir de l'assurance maladie,"Enjeu n° 5 : assurer dans tous les domaines la qualité et la sécurité des soins :
- développer des indicateurs de résultats sur la qualité des soins délivrés par les professionnels de santé et soumettre ces derniers, suivant
l'exemple des Pays-Bas ou du Royaume-Uni, à un système de recertification périodique (recommandation n° 13).", , , ,L'avenir de l'assurance maladie L'avenir de l'assurance maladie,"[avenir, assurance, maladie, avenir, assurance, maladie]","[assurer, développer, soumettre]"
1373,1373,29/11/2017,RPT,L'avenir de l'assurance maladie,"Enjeu n° 5 : assurer dans tous les domaines la qualité et la sécurité des soins :
- généraliser progressivement l'utilisation d'ordonnances électroniques en les couplant à un système d'analyse de la qualité des soins et des effets des médicaments et dispositifs médicaux en vie réelle (recommandation n° 14).", , , ,L'avenir de l'assurance maladie L'avenir de l'assurance maladie,"[avenir, assurance, maladie, avenir, assurance, maladie]",[assurer]
1374,1374,01/12/2017,RPT,La politique immobilière de la justice,"Au regard du coût et du caractère peu approprié des partenariats
public-privé aux besoins d'adaptation du patrimoine immobilier du
ministère de la justice, éviter de recourir à ces contrats globaux.",Garde des Sceaux, , ,La politique immobilière de la justice La politique immobilière de la justice,"[politique, immobilière, justice, politique, immobilière, justice]","[éviter, recourir]"
1375,1375,01/12/2017,RPT,La politique immobilière de la justice,"Inscrire la stratégie immobilière du ministère de la justice dans une loi
de programmation pluriannuelle réaliste au regard de la trajectoire des
finances publiques et prenant en compte les domaines pénitentiaire et
judiciaire ;",Garde des Sceaux,Ministère chargé du Budget et des comptes publics, ,La politique immobilière de la justice La politique immobilière de la justice,"[politique, immobilière, justice, politique, immobilière, justice]",[Inscrire]
1376,1376,01/12/2017,RPT,La politique immobilière de la justice,"Privilégier le recours aux marchés de conception-réalisation pour la
construction de prisons nouvelles en s'appuyant sur la forte expérience
de l'APIJ en la matière ;",Garde des Sceaux,Agence pour l'immobilier de la justice (APIJ), ,La politique immobilière de la justice La politique immobilière de la justice,"[politique, immobilière, justice, politique, immobilière, justice]",[]
1377,1377,01/12/2017,RPT,La politique immobilière de la justice,"Approfondir la connaissance des coûts de construction et d'exploitation
associés à l'immobilier pénitentiaire et judiciaire afin de pouvoir
établir des comparaisons plus aisées entre les différents modes de
gestion et de financement ;",Garde des Sceaux,Agence pour l'immobilier de la justice (APIJ), ,La politique immobilière de la justice La politique immobilière de la justice,"[politique, immobilière, justice, politique, immobilière, justice]",[]
1378,1378,01/12/2017,RPT,La politique immobilière de la justice,"Renforcer l'accompagnement par l'APIJ des services, notamment des
utilisateurs locaux, lors de la phase de prise de possession d'un
établissement et réaliser systématiquement des retours d'expérience ;",Garde des Sceaux,Agence pour l'immobilier de la justice (APIJ), ,La politique immobilière de la justice La politique immobilière de la justice,"[politique, immobilière, justice, politique, immobilière, justice]","[Renforcer, réaliser]"
1379,1379,01/12/2017,RPT,La politique immobilière de la justice,"Tirer les conséquences des difficultés rencontrées par le partenaire dans
le cadre du PPP relatif au palais de justice de Caen et arbitrer entre la
résiliation et la poursuite du contrat ;
",Garde des Sceaux, , ,La politique immobilière de la justice La politique immobilière de la justice,"[politique, immobilière, justice, politique, immobilière, justice]","[Tirer, arbitrer]"
1380,1380,01/12/2017,RPT,La politique immobilière de la justice,"Se doter des compétences appropriées pour suivre les contrats de
partenariat dans la durée et définir au sein du ministère une
organisation permettant de gérer en cohérence l'ensemble de ces
contrats",Garde des Sceaux, , ,La politique immobilière de la justice La politique immobilière de la justice,"[politique, immobilière, justice, politique, immobilière, justice]","[doter, suivre, définir, gérer]"
1381,1381,22/02/2017,RPT,Le logement social face au défi de l'accès des publics modestes  et défavorisés,abaisser les plafonds de ressources en zone tendue et de façon différenciée selon la situation des territoires et la nécessité de promouvoir la mixité sociale ;,Ministère chargé du logement,Ministère chargé de l'Économie et des Finances, ,Le logement social face au défi de l'accès des publics modestes  et défavorisés Le logement social face au défi de l'accès des publics modestes  et défavorisés,"[logement, social, face, défi, accès, publics, modestes, défavorisés, logement, social, face, défi, accès, publics, modestes, défavorisés]","[abaisser, promouvoir]"
1382,1382,22/02/2017,RPT,Le logement social face au défi de l'accès des publics modestes  et défavorisés,"renforcer l'articulation entre les objectifs de construction de logements sociaux affichés à l'appui de la loi de finances et les objectifs d'accueil en logement d'insertion incluant l'accompagnement social, dans une approche globale des publics défavorisés",Ministère chargé du logement,Ministère chargé de la Santé et des affaires sociales, ,Le logement social face au défi de l'accès des publics modestes  et défavorisés Le logement social face au défi de l'accès des publics modestes  et défavorisés,"[logement, social, face, défi, accès, publics, modestes, défavorisés, logement, social, face, défi, accès, publics, modestes, défavorisés]","[renforcer, appui]"
1383,1383,22/02/2017,RPT,Le logement social face au défi de l'accès des publics modestes  et défavorisés,"appliquer le plafond de ressources PLAI aux logements dont le loyer effectif est inférieur au loyer maximum de cette catégorie, quel que soit le financement d'origine du logement",Ministère chargé du logement, , ,Le logement social face au défi de l'accès des publics modestes  et défavorisés Le logement social face au défi de l'accès des publics modestes  et défavorisés,"[logement, social, face, défi, accès, publics, modestes, défavorisés, logement, social, face, défi, accès, publics, modestes, défavorisés]","[appliquer, loyer]"
1384,1384,22/02/2017,RPT,Le logement social face au défi de l'accès des publics modestes  et défavorisés,"augmenter la part des publics les plus modestes dans les logements sociaux situés en dehors des quartiers prioritaires de la politique de la ville, en combinant incitation à la mobilité, politique des loyers et procédures d'attribution",Ministère chargé du logement,Ministère chargé de la Santé et des affaires sociales, ,Le logement social face au défi de l'accès des publics modestes  et défavorisés Le logement social face au défi de l'accès des publics modestes  et défavorisés,"[logement, social, face, défi, accès, publics, modestes, défavorisés, logement, social, face, défi, accès, publics, modestes, défavorisés]",[augmenter]
1385,1385,22/02/2017,RPT,Le logement social face au défi de l'accès des publics modestes  et défavorisés,"inciter les bailleurs à améliorer la rotation de leur parc, en y consacrant une part de la mutualisation des ressources entre organismes HLM",Ministère chargé du logement, , ,Le logement social face au défi de l'accès des publics modestes  et défavorisés Le logement social face au défi de l'accès des publics modestes  et défavorisés,"[logement, social, face, défi, accès, publics, modestes, défavorisés, logement, social, face, défi, accès, publics, modestes, défavorisés]","[inciter, améliorer]"
1386,1386,22/02/2017,RPT,Le logement social face au défi de l'accès des publics modestes  et défavorisés,"faire du supplément de loyer de solidarité un instrument de mobilité, en abaissant son seuil de déclenchement, en limitant les exemptions et en affichant clairement le niveau de ressources pour lequel le coût global du logement social atteint le niveau du marché",Ministère chargé du logement, , ,Le logement social face au défi de l'accès des publics modestes  et défavorisés Le logement social face au défi de l'accès des publics modestes  et défavorisés,"[logement, social, face, défi, accès, publics, modestes, défavorisés, logement, social, face, défi, accès, publics, modestes, défavorisés]","[faire, loyer]"
1387,1387,22/02/2017,RPT,Le logement social face au défi de l'accès des publics modestes  et défavorisés,"introduire dans les zones tendues des baux à durée limitée, en subordonnant leur renouvellement à un réexamen de la situation des ménages",Ministère chargé du logement, , ,Le logement social face au défi de l'accès des publics modestes  et défavorisés Le logement social face au défi de l'accès des publics modestes  et défavorisés,"[logement, social, face, défi, accès, publics, modestes, défavorisés, logement, social, face, défi, accès, publics, modestes, défavorisés]",[]
1388,1388,22/02/2017,RPT,Le logement social face au défi de l'accès des publics modestes  et défavorisés,fixer l'objectif de construction neuve à partir d'une approche territorialisée des besoins,Ministère chargé du logement, , ,Le logement social face au défi de l'accès des publics modestes  et défavorisés Le logement social face au défi de l'accès des publics modestes  et défavorisés,"[logement, social, face, défi, accès, publics, modestes, défavorisés, logement, social, face, défi, accès, publics, modestes, défavorisés]",[partir]
1389,1389,22/02/2017,RPT,Le logement social face au défi de l'accès des publics modestes  et défavorisés,"accentuer le ciblage de l'effort de production, en réduisant fortement la production de PLS et en se concentrant davantage sur les zones tendues et les logements PLAI",Ministère chargé du logement, , ,Le logement social face au défi de l'accès des publics modestes  et défavorisés Le logement social face au défi de l'accès des publics modestes  et défavorisés,"[logement, social, face, défi, accès, publics, modestes, défavorisés, logement, social, face, défi, accès, publics, modestes, défavorisés]",[accentuer]
1390,1390,22/02/2017,RPT,Le logement social face au défi de l'accès des publics modestes  et défavorisés,"réduire la concentration des logements sociaux dans les quartiers prioritaires de la politique de la ville, en n'y produisant pas d'offre sociale nouvelle et en localisant hors de ces quartiers la reconstitution des logements sociaux supprimés par la rénovation urbaine",Ministère chargé du logement, , ,Le logement social face au défi de l'accès des publics modestes  et défavorisés Le logement social face au défi de l'accès des publics modestes  et défavorisés,"[logement, social, face, défi, accès, publics, modestes, défavorisés, logement, social, face, défi, accès, publics, modestes, défavorisés]",[réduire]
1391,1391,22/02/2017,RPT,Le logement social face au défi de l'accès des publics modestes  et défavorisés,intégrer dans les objectifs de production de logement social un indicateur mesurant le développement des offres diffuses,Ministère chargé du logement, , ,Le logement social face au défi de l'accès des publics modestes  et défavorisés Le logement social face au défi de l'accès des publics modestes  et défavorisés,"[logement, social, face, défi, accès, publics, modestes, défavorisés, logement, social, face, défi, accès, publics, modestes, défavorisés]",[intégrer]
1392,1392,22/02/2017,RPT,Le logement social face au défi de l'accès des publics modestes  et défavorisés,"mutualiser la gestion des décisions individuelles d'attribution sous l'égide des conférences intercommunales du logement, dans le respect des objectifs globaux des réservataires de contingents",Ministère chargé du logement, , ,Le logement social face au défi de l'accès des publics modestes  et défavorisés Le logement social face au défi de l'accès des publics modestes  et défavorisés,"[logement, social, face, défi, accès, publics, modestes, défavorisés, logement, social, face, défi, accès, publics, modestes, défavorisés]",[mutualiser]
1393,1393,22/02/2017,RPT,Le logement social face au défi de l'accès des publics modestes  et défavorisés,rendre obligatoire la formalisation et la publication des critères de sélection et d?attribution par les bailleurs,Ministère chargé du logement, , ,Le logement social face au défi de l'accès des publics modestes  et défavorisés Le logement social face au défi de l'accès des publics modestes  et défavorisés,"[logement, social, face, défi, accès, publics, modestes, défavorisés, logement, social, face, défi, accès, publics, modestes, défavorisés]","[rendre, obligatoire]"
1394,1394,01/12/2017,RPT,Les services déconcentrés de l'Etat,"Orientation n°1: recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : améliorer le pilotage et
le suivi des missions
Reco n°1 -(SGG) dresser un bilan d'application
du test dit ATE d'ici le 31 décembre
2018 pour en envisager l'extension
aux normes d'origine européenne
négociées et adoptées par les institutions
de l'Union européenne et les
autorités française.",Premier Ministre, , ,Les services déconcentrés de l'Etat Les services déconcentrés de l'Etat,"[services, déconcentrés, Etat, services, déconcentrés, Etat]","[recentrer, répartir, améliorer, dresser, envisager]"
1395,1395,01/12/2017,RPT,Les services déconcentrés de l'Etat,"Orientation n°1 recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : améliorer le pilotage et
le suivi des missions
Reco n°2 - (SGG, SG des ministères) d'ici
le 31 décembre 2019, alléger les
indicateurs mesurant les moyens des
services déconcentrés et les réorienter
vers des indicateurs mesurant les
résultats et le service rendu.",Premier Ministre, , ,Les services déconcentrés de l'Etat Les services déconcentrés de l'Etat,"[services, déconcentrés, Etat, services, déconcentrés, Etat]","[recentrer, répartir, améliorer, alléger, réorienter]"
