Date publication	Type de publication	Titre	Libellé recommandation	Destinataire 1	Destinataire 2	Destinataire 3					
27/11/2017	RPT	L'avenir de l'assurance maladie	"Enjeu n°1 : rénover le cadre du pilotage financier de l'assurance maladie :
renforcer et adapter l'ONDAM :
- améliorer la maîtrise annuelle des dépenses de la branche maladie, en instaurant pour les soins de ville une réserve prudentielle permettant
de réduire les tarifs ou de suspendre les augmentations tarifaires en cas de non-respect de l'objectif prévisionnel de dépenses (recommandation n° 2)."	Ministère chargé de la Santé et des affaires sociales	 	 					
27/11/2017	RPT	L'avenir de l'assurance maladie	"Enjeu n° 2 : réorganiser l'assurance maladie :
- redéfinir l'articulation entre assurance maladie obligatoire et assurances omplémentaires, en particulier en rationalisant les restes
à charge pour les assurés, en répartissant clairement les prises en charge par secteurs de soins entre les deux dispositifs de couverture,
ou en envisageant la mise en place d'un « bouclier sanitaire » plafonnant dans tous les cas le reste à charge des assurés (recommandation n° 5)."	Ministère chargé de la Santé et des affaires sociales	 	 					
27/11/2017	RPT	L'avenir de l'assurance maladie	"Enjeu n°1 : rénover le cadre du pilotage financier de l'assurance maladie :
. renforcer et adapter l'ONDAM :
- identifier dans l'ONDAM un sous-objectif spécifique relatif à la prévention en santé intégrant notamment les dépenses du Fonds
national de prévention et d'éducation et d'information sanitaires, en les exonérant de mesures de régulation budgétaire, destiné à construire une vision interministérielle consolidée des dépenses, dans le cadre d'un document de politique transversale (recommandation n° 12)."	Ministère chargé de la Santé et des affaires sociales	 	 					
27/11/2017	RPT	L'avenir de l'assurance maladie	"Enjeu n°1 : rénover le cadre du pilotage financier de l'assurance maladie :
. renforcer et adapter l'ONDAM :
- créer par étapes, en partant du Fonds d'intervention régional, un objectif régional pluriannuel de dépenses d'assurance maladie qui
serait à la fois :
? -différencié dans son niveau pour tenir compte des nécessités de rééquilibrage du rapport entre offre et besoin de soins dans les régions ;
? -flexible dans sa répartition entre secteurs de soins en fonction des nécessités appréciées par les ARS ;
? -encadré dans les possibilités de différenciation tarifaire (recommandation n° 15)."	Ministère chargé de la Santé et des affaires sociales	 	 					
27/11/2017	RPT	L'avenir de l'assurance maladie	"Enjeu n° 7 : Réunifier et renforcer le pilotage du système de santé:
- réorganiser le pilotage du système de santé pour renforcer la cohérence de l'action de l'État et de l'assurance maladie (recommandation n° 16)."	Ministère chargé de la Santé et des affaires sociales	 	 					
27/11/2017	RPT	L'avenir de l'assurance maladie	"Enjeu n° 7 : Réunifier et renforcer le pilotage du système de santé :
- dans cette perspective, examiner l'opportunité de la création d'une Agence nationale de santé qui serait responsable de l'organisation de
la mise en oeuvre des politiques de santé et qui regrouperait les compétences exercées en ces domaines d'une part par le ministère de la santé, d'autre part par l'assurance maladie (recommandation n° 17)."	 	 	 					
29/11/2017	RPT	L'avenir de l'assurance maladie	"Enjeu n°1 : rénover le cadre du pilotage financier de l'assurance maladie : garantir l'équilibre des comptes de la branche maladie :
- introduire dans le cadre organique régissant les lois de financement de la sécurité sociale une règle d'équilibre de l'assurance maladie
(recommandation n° 1)."	Ministère chargé de la Santé et des affaires sociales	 	 					
29/11/2017	RPT	L'avenir de l'assurance maladie	"Enjeu n° 3 : rendre l'accès aux soins plus équitable :
- introduire dans les dispositions législatives communes aux conventions conclues entre l'assurance maladie et les professions de
santé :
  . des règles de conventionnement sélectif, subordonné à la recertification périodique des professionnels de santé et aux besoins des territoires d'installation ;
  . des règles de plafonnement des dépassements d'honoraires autorisés dans le cadre des dispositifs conventionnels avec l'assurance
maladie entraînant en cas de non-respect l'exclusion du conventionnement du professionnel de santé en cause, et dans celui des contrats solidaires et responsables (recommandations n° 3)."	 	 	 					
29/11/2017	RPT	L'avenir de l'assurance maladie	"Enjeu n° 4 : mieux organiser le système de soins pour l'adapter aux besoins
des patients :
- renforcer la complémentarité et la subsidiarité entre les professions de santé par une révision régulière des décrets d'actes et des nomenclatures, ainsi que des maquettes de formation, et par la mise en place rapide des pratiques avancées prévues par la loi (recommandation n° 6)."	 	 	 					
29/11/2017	RPT	L'avenir de l'assurance maladie	"Enjeu n° 6 : inciter, par une révision profonde des modes de prise en charge des produits et prestations par l'assurance maladie, à une utilisation optimale de ses moyens :
- augmenter significativement la part des rémunérations forfaitaires (forfaits pour une catégorie de patients et rémunérations à la
performance modulées en fonction d'objectifs élargis de santé publique et de qualité) dans la rémunération des professionnels de santé libéraux (recommandation n° 8)."	 	 	 					
29/11/2017	RPT	L'avenir de l'assurance maladie	"Enjeu n° 6 : inciter, par une révision profonde des modes de prise en charge des produits et prestations par l'assurance maladie, à une utilisation optimale de ses moyens :
- introduire dans les dispositions législatives relatives aux conventions conclues entre l'assurance maladie et les médecins une disposition mettant, suivant l'exemple allemand, sous enveloppe régionale les rémunérations des médecins libéraux de façon à limiter le nombre
d'actes réalisés et de prescriptions (recommandation n° 9)."	 	 	 					
29/11/2017	RPT	L'avenir de l'assurance maladie	"Enjeu n° 5 : assurer dans tous les domaines la qualité et la sécurité des soins :
- développer des indicateurs de résultats sur la qualité des soins délivrés par les professionnels de santé et soumettre ces derniers, suivant
l'exemple des Pays-Bas ou du Royaume-Uni, à un système de recertification périodique (recommandation n° 13)."	 	 	 					
29/11/2017	RPT	L'avenir de l'assurance maladie	"Enjeu n° 5 : assurer dans tous les domaines la qualité et la sécurité des soins :
- généraliser progressivement l'utilisation d'ordonnances électroniques en les couplant à un système d'analyse de la qualité des soins et des effets des médicaments et dispositifs médicaux en vie réelle (recommandation n° 14)."	 	 	 					
01/12/2017	RPT	La politique immobilière de la justice	"Au regard du coût et du caractère peu approprié des partenariats
public-privé aux besoins d'adaptation du patrimoine immobilier du
ministère de la justice, éviter de recourir à ces contrats globaux."	Garde des Sceaux	 	 					
01/12/2017	RPT	La politique immobilière de la justice	"Inscrire la stratégie immobilière du ministère de la justice dans une loi
de programmation pluriannuelle réaliste au regard de la trajectoire des
finances publiques et prenant en compte les domaines pénitentiaire et
judiciaire ;"	Garde des Sceaux	Ministère chargé du Budget et des comptes publics	 					
01/12/2017	RPT	La politique immobilière de la justice	"Privilégier le recours aux marchés de conception-réalisation pour la
construction de prisons nouvelles en s'appuyant sur la forte expérience
de l'APIJ en la matière ;"	Garde des Sceaux	Agence pour l'immobilier de la justice (APIJ)	 					
01/12/2017	RPT	La politique immobilière de la justice	"Approfondir la connaissance des coûts de construction et d'exploitation
associés à l'immobilier pénitentiaire et judiciaire afin de pouvoir
établir des comparaisons plus aisées entre les différents modes de
gestion et de financement ;"	Garde des Sceaux	Agence pour l'immobilier de la justice (APIJ)	 					
01/12/2017	RPT	La politique immobilière de la justice	"Renforcer l'accompagnement par l'APIJ des services, notamment des
utilisateurs locaux, lors de la phase de prise de possession d'un
établissement et réaliser systématiquement des retours d'expérience ;"	Garde des Sceaux	Agence pour l'immobilier de la justice (APIJ)	 					
01/12/2017	RPT	La politique immobilière de la justice	"Tirer les conséquences des difficultés rencontrées par le partenaire dans
le cadre du PPP relatif au palais de justice de Caen et arbitrer entre la
résiliation et la poursuite du contrat ;
"	Garde des Sceaux	 	 					
01/12/2017	RPT	La politique immobilière de la justice	"Se doter des compétences appropriées pour suivre les contrats de
partenariat dans la durée et définir au sein du ministère une
organisation permettant de gérer en cohérence l'ensemble de ces
contrats"	Garde des Sceaux	 	 					
22/02/2017	RPT	Le logement social face au défi de l'accès des publics modestes  et défavorisés	"abaisser les plafonds de ressources en zone tendue et de façon différenciée selon la situation des territoires et la nécessité de promouvoir la mixité sociale ;"	Ministère chargé du logement	Ministère chargé de l'Économie et des Finances	 					
22/02/2017	RPT	Le logement social face au défi de l'accès des publics modestes  et défavorisés	renforcer l'articulation entre les objectifs de construction de logements sociaux affichés à l'appui de la loi de finances et les objectifs d'accueil en logement d'insertion incluant l'accompagnement social, dans une approche globale des publics défavorisés	Ministère chargé du logement	Ministère chargé de la Santé et des affaires sociales	 					
22/02/2017	RPT	Le logement social face au défi de l'accès des publics modestes  et défavorisés	appliquer le plafond de ressources PLAI aux logements dont le loyer effectif est inférieur au loyer maximum de cette catégorie, quel que soit le financement d'origine du logement	Ministère chargé du logement	 	 					
22/02/2017	RPT	Le logement social face au défi de l'accès des publics modestes  et défavorisés	augmenter la part des publics les plus modestes dans les logements sociaux situés en dehors des quartiers prioritaires de la politique de la ville, en combinant incitation à la mobilité, politique des loyers et procédures d'attribution	Ministère chargé du logement	Ministère chargé de la Santé et des affaires sociales	 					
22/02/2017	RPT	Le logement social face au défi de l'accès des publics modestes  et défavorisés	inciter les bailleurs à améliorer la rotation de leur parc, en y consacrant une part de la mutualisation des ressources entre organismes HLM	Ministère chargé du logement	 	 					
22/02/2017	RPT	Le logement social face au défi de l'accès des publics modestes  et défavorisés	faire du supplément de loyer de solidarité un instrument de mobilité, en abaissant son seuil de déclenchement, en limitant les exemptions et en affichant clairement le niveau de ressources pour lequel le coût global du logement social atteint le niveau du marché	Ministère chargé du logement	 	 					
22/02/2017	RPT	Le logement social face au défi de l'accès des publics modestes  et défavorisés	introduire dans les zones tendues des baux à durée limitée, en subordonnant leur renouvellement à un réexamen de la situation des ménages	Ministère chargé du logement	 	 					
22/02/2017	RPT	Le logement social face au défi de l'accès des publics modestes  et défavorisés	fixer l'objectif de construction neuve à partir d'une approche territorialisée des besoins	Ministère chargé du logement	 	 					
22/02/2017	RPT	Le logement social face au défi de l'accès des publics modestes  et défavorisés	accentuer le ciblage de l'effort de production, en réduisant fortement la production de PLS et en se concentrant davantage sur les zones tendues et les logements PLAI	Ministère chargé du logement	 	 					
22/02/2017	RPT	Le logement social face au défi de l'accès des publics modestes  et défavorisés	réduire la concentration des logements sociaux dans les quartiers prioritaires de la politique de la ville, en n'y produisant pas d'offre sociale nouvelle et en localisant hors de ces quartiers la reconstitution des logements sociaux supprimés par la rénovation urbaine	Ministère chargé du logement	 	 					
22/02/2017	RPT	Le logement social face au défi de l'accès des publics modestes  et défavorisés	intégrer dans les objectifs de production de logement social un indicateur mesurant le développement des offres diffuses	Ministère chargé du logement	 	 					
22/02/2017	RPT	Le logement social face au défi de l'accès des publics modestes  et défavorisés	mutualiser la gestion des décisions individuelles d'attribution sous l'égide des conférences intercommunales du logement, dans le respect des objectifs globaux des réservataires de contingents	Ministère chargé du logement	 	 					
22/02/2017	RPT	Le logement social face au défi de l'accès des publics modestes  et défavorisés	rendre obligatoire la formalisation et la publication des critères de sélection et d?attribution par les bailleurs	Ministère chargé du logement	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n°1: recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : améliorer le pilotage et
le suivi des missions
Reco n°1 -(SGG) dresser un bilan d'application
du test dit ATE d'ici le 31 décembre
2018 pour en envisager l'extension
aux normes d'origine européenne
négociées et adoptées par les institutions
de l'Union européenne et les
autorités française."	Premier Ministre	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n°1 recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : améliorer le pilotage et
le suivi des missions
Reco n°2 - (SGG, SG des ministères) d'ici
le 31 décembre 2019, alléger les
indicateurs mesurant les moyens des
services déconcentrés et les réorienter
vers des indicateurs mesurant les
résultats et le service rendu."	Premier Ministre	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 2 : faire des
services publics numériques un
levier de transformation des services
déconcentrés de l'État
Reco n°3 - (SGG, SG des ministères, DGFiP), par
le recours systématique, à compter
du 1er janvier 2018, à la méthode
MAREVA pour tous les nouveaux
projets numériques, élaborer d'ici
le 31 décembre 2018 un tableau
de bord du suivi des effets des projets
portant sur l'administration numérique
et le déploiement d'outils numériques :
- sur l'efficience des réseaux des
services déconcentrés et les réorganisations
en résultant en termes de
front office et back office ;
- sur la mesure des gains de productivité
attendus et effectivement
réalisés et leurs conséquences sur les
effectifs des services déconcentrés."	Premier Ministre	Ministère chargé de l'Économie et des Finances	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 2 : faire des
services publics numériques un
levier de transformation des services
déconcentrés de l'État
Reco n°4 - (SGG) faciliter le financement
interministériel des dépenses destinées
à assurer l'homogénéité des
outils informatiques interministériels
et l'interopérabilité des systèmes
d'information."	Premier Ministre	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n°5 - SGG, SG des ministères) poursuivre
les mutualisations des missions inter
académiques ; transférer d'ici le
31 décembre 2019 l'exercice de
missions au niveau régional (les
missions forestières des DDT(M) ;
l'instruction des postes FONJEP,
l'exercice de la tarification des mandataires
judiciaires à la protection des
majeurs), voire national (la gestion des
dotations aux collectivités territoriales)"	Premier Ministre	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n06 - SGG, SGG des ministères, DGFiP)
transférer d'ici le 31 décembre 2019
l'exercice de certaines missions au
niveau interdépartemental, notamment
dans les services de l'Éducation
nationale, des finances publiques et
de l'administration préfectorale"	Premier Ministre	Ministère chargé de l'Économie et des Finances	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n°7 - SG des ministères environnement,
logement et affaires sociales) réduire
le nombre de services de l'État compétents
en matière de logement et
d'hébergement d'urgence d'ici le
31 décembre 2018."	Ministère chargé de la Santé et des affaires sociales	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n°8 - (SG ministère de l'environnement)
d'ici le 31 décembre 2019, regrouper
les compétences de l'État en matière
routière dans les DIR"	Agence de l'environnement et de la maîtrise de l'énergie	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 3 : accélérer
l'adaptation de l'organisation
territoriale des services de l'État
Orientation : tirer le meilleur parti
de l'échelon régional
Reco n°9 - (SGG, SG des ministères affaires
sociales, économie et finances, DGFiP)
regrouper d'ici le 31 décembre 2018
l'ensemble des moyens de l'État,
notamment au niveau régional, dédiés
au développement économique.
Renforcer le rôle et la collaboration
avec les DRFIP dans ce domaine"	Premier Ministre	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n°10 - (SGG, SG des ministères) en
matière d'inspection / contrôle,
d'ici le 31 décembre 2018, conforter
le rôle de pilotage de l'échelon régional
et développer, par la mutualisation
des compétences spécialisées, les
contrôles organisés à l'échelon
interdépartemental."	Premier Ministre	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n°11 - (SGG et SG des ministères)
engager d'ici le 31 décembre 2018 un
travail transversal pour déterminer à
l'échelon interministériel les conditions
et la faisabilité du développement des
délégations en matière d'inspection /
contrôle et des certifications."	Premier Ministre	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n°12 - (SGG, SG des ministères) restaurer
d'ici le 31 décembre 2018 la fonction
d'expertise :
- en renforçant les fonctions
d'observation et d'expertise sous
l'autorité des préfets de région ;
- en rendant obligatoire la transmission
aux préfets de région des
données statistiques détenues par
des tiers (collectivités territoriales et
organismes de protection sociale)
utiles à leur mission d'observation
et d'expertise ou nécessaires à
leur participation aux instances
partenariales créées par la loi."	Premier Ministre	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n°13 - (SGG, SG des ministères) supprimer
d'ici le 31 décembre 2018 les missions
ponctuelles non utiles identifiées
(autorisation d'exploitation des
exploitations agricoles ; délivrance
de la licence d'entrepreneur de
spectacle, rôle des DIRECCTE en
matière de tourisme, participation
des agents des DDT(M) aux visites de
sécurité) et poursuivre l'identification
de missions qui seraient devenues
inutiles au sein des administrations
déconcentrées de l'État."	Premier Ministre	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n°14 - (SGG, SG des ministères
concernés) poursuivre le transfert
de missions vers des organismes
tiers dès lors que ce transfert permet
des économies d'échelle et/ou une
plus grande lisibilité pour les usagers ;
transférer notamment d'ici le
31 décembre 2019 le secrétariat des
comités médicaux et des commissions
de réforme pour les agents
des fonctions publiques territoriale
et hospitalière des DDCS/PP aux
organismes relevant de ce secteur ;
l'instruction des aides FEAGA des
DDT(M) vers l'ASP ; la délivrance
du titre de maître restaurateur des
préfets aux CCI ; la délivrance du
titre de maître artisan des DIRECCTE
aux chambres des métiers (ou des
commissions professionnelles) ;
l'instruction des dossiers d'exonération
dans les zones ZRR et ZRU et
d'homologation des accords sur
l'épargne salariale des DIRECCTE
aux URSSAF."	Premier Ministre	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n°15 - (SGG, SGG des ministères
concernés) en matière de sport,
de jeunesse, de vie associative de
tourisme et d'action sociale, limiter
d'ici le 31 décembre 2018 la compétence
de l'État à l'application de
la règlementation et à la cohésion
des territoires."	Premier Ministre	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n°16 : (SGG éducation et affaires sociales)
transférer aux régions d'ici le
31 décembre 2018 les compétences
résiduelles de l'État en matière de
formation et d'orientation, notamment
le réseau « information- jeunesse »,
les CIO ainsi que les formations dans
les domaines social, paramédical et
sportif, à l'exception de la collation des
grades."	Ministère chargé de la Santé et des affaires sociales	Ministère chargé de l'Éducation nationale	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences
Reco n°17 - (SGG, SG des ministères concernés)
dans les champs couverts par les
SRADDET, procéder d'ici le 31 décembre
2018 à une évaluation des emplois
intervenant en doublon avec les
collectivités régionales et les réaffecter
à des missions régaliennes.
"	Premier Ministre	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 1 : recentrer
les services déconcentrés sur les
missions prioritaires de l'État et
répartir de manière plus efficace
l'exercice de celles-ci entre ces
services
Orientation : recentrer et optimiser
l'exercice des compétences

Reco n°18 - (SGG, SG des ministères concernés)
abroger d'ici le 31 décembre 2018 les
dispositions prévoyant le développement
des fonctions d'ingénierie territoriale
(PPNG, DDT(M), DDCS/PP, DRAC, etc.)
et réaffecter les personnels concernés
sur des missions régaliennes."	Premier Ministre	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 3 : accélérer
l'adaptation de l'organisation
territoriale des services de l'État
Orientation : tirer le meilleur parti
de l'échelon régional
Reco n°19 - (SGG) assurer d'ici le 31 décembre
2018 la mesure standardisée des frais
de déplacement engendrés, dans les
services déconcentrés de l'État, par la
fusion des régions."	Premier Ministre	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 3 : accélérer
l'adaptation de l'organisation
territoriale des services de l'État
Orientation : tirer le meilleur parti
de l'échelon régional
Reco n°20 - (SGG, SG des ministères) fixer
d'ici le 31 décembre 2018 le siège
des directions régionales au siège
de la préfecture de région et se
donner pour objectif, d'ici le
31 décembre 2020, de fixer un site
unique pour les directions régionales."	Premier Ministre	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 2 : faire des
services publics numériques un
levier de transformation des services
déconcentrés de l'État
Reco n°21 - (SGG, SG des ministères) accélérer
d'ici le 31 décembre 2018 le déploiement
des outils de communication
entre les services déconcentrés de
l'État et les ARS (visio-conférences,
web-conférences, messageries, outils
nomades?) et accroître les débits de
transfert des données"	Premier Ministre	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 3 : accélérer
l'adaptation de l'organisation
territoriale des services de l'État
Orientation : tirer le meilleur parti
de l'échelon régional
Reco n°22 - (SGG, SG du ministère de l'intérieur)
d'ici le 31 décembre 2018, créer auprès
du préfet de région un poste de préfet
délégué chargé du département
chef-lieu, dans les quatre régions
comportant plus de dix départements
(Occitanie, Auvergne Rhône Alpes,
Nouvelle-Aquitaine, Grand Est).
Gager la création de ces postes par
la suppression d'un nombre équivalent
de postes de préfets en mission de
service public."	Premier Ministre	Ministère de l'Intérieur	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 3 : accélérer
l'adaptation de l'organisation
territoriale des services de l'État
Orientation : tirer le meilleur parti
de l'échelon régional
Reco n°23 - (SGG, SG du ministère de l'intérieur)
assigner d'ici le 31 décembre 2018 aux
préfets de région des objectifs dans le
cadre d'une lettre de mission et/ou d'un
contrat d'objectifs et leur attribuer des
mandats d'une durée de quatre ans."	Premier Ministre	Ministère de l'Intérieur	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 3 : accélérer
l'adaptation de l'organisation
territoriale des services de l'État
Orientation : tirer le meilleur parti
de l'échelon régional
Reco n°24 - (SGG, SG du ministère de l'intérieur)
doter, d'ici le 31 décembre 2018, les SGAR
d'un schéma d'emplois communs aux
programmes 333 et 307"	Premier Ministre	Ministère de l'Intérieur	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 3 : accélérer
l'adaptation de l'organisation
territoriale des services de l'État
Orientation : tirer le meilleur parti
de l'échelon régional
Reco n°25 -(SG du MENESR) réviser d'ici
le 31 décembre 2019 la carte des
rectorats en supprimant les rectorats
de petite taille.  "	Ministère chargé de l'Enseignement supérieur et de la Recherche	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 3 : accélérer
l'adaptation de l'organisation
territoriale des services de l'État
Orientation : rationaliser les réseaux
de l'État dans les territoires
Reco n°26 -(SG du MENESR) revoir d'ici
le 31 décembre 2019 la carte des
circonscriptions du 1er degré de
l'Éducation nationale en fonction des
nouveaux schémas départementaux de
coopération intercommunale "	Ministère chargé de l'Enseignement supérieur et de la Recherche	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 3 : accélérer
l'adaptation de l'organisation
territoriale des services de l'État
Orientation : rationaliser les réseaux
de l'État dans les territoires
Reco n°27 - (SG intérieur) élaborer d'ici
le 31 décembre 2018 un plan de
rationalisation de la carte des
arrondissements étayé par des
critères pertinents tels le volume
d'activités de guichet ou la définition
d'un effectif minimum assurant la taille
critique de la sous-préfecture pour des
missions déterminées ; accompagner la
révision de la carte des arrondissements
d'une clarification des fonctions de
sous-préfet en département, en
dissociant l'incarnation territoriale de
la présence de l'État par le sous-préfet
de la fonction de sous-préfet
d'arrondissement en sous-préfecture."	Ministère de l'Intérieur	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 3 : accélérer
l'adaptation de l'organisation
territoriale des services de l'État
Orientation : rationaliser les réseaux
de l'État dans les territoires
Reco n°28 - SG du MENESR et SG intérieur)
favoriser d'ici le 31 décembre 2020
les regroupements pédagogiques
intercommunaux dits concentrés."	Ministère chargé de l'Enseignement supérieur et de la Recherche	Ministère de l'Intérieur	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 3 : accélérer
l'adaptation de l'organisation
territoriale des services de l'État
Orientation : rationaliser les réseaux
de l'État dans les territoires
Reco n°29 - (DGFiP) rationaliser d'ici le
31 décembre 2020 le réseau infradépartemental
des finances publiques,
notamment les trésoreries et les
services des impôts"	Ministère chargé de l'Économie et des Finances	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 3 : accélérer
l'adaptation de l'organisation
territoriale des services de l'État
Orientation : rationaliser les réseaux
de l'État dans les territoires
Reco n°30 - (DGDDI) rationaliser le réseau
territorial de la Douane d'ici le
31 décembre 2020"	Ministère chargé de l'Économie et des Finances	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"(SG MEEM) planifier la fermeture,
dans un délai maximal de cinq ans,
des antennes et des délégations
infra-départementales des DDT(M)
et réaffecter les agents concernés
sur des missions de nature régalienne
et, en toute hypothèse, autres que de
conseil aux territoires.
Reco n°31 - (SG MEEM) planifier la fermeture,
dans un délai maximal de cinq ans,
des antennes et des délégations
infra-départementales des DDT(M)
et réaffecter les agents concernés
sur des missions de nature régalienne
et, en toute hypothèse, autres que de
conseil aux territoires."	Ministère chargé de l'Écologie et du développement durable	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 4 : faire
davantage confiance aux services
déconcentrés dans la gestion
mutualisée et décloisonnée de
leurs moyens
Orientation : déconcentrer et fluidifier
la gestion des ressources humaines
Reco n°32 - DGFiP) engager d'ici le 31 décembre
2019 une refonte profonde des règles
d'affectation et de mutation des personnels
dans les services déconcentrés des
finances publiques."	Ministère chargé de l'Économie et des Finances	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 4 : faire
davantage confiance aux services
déconcentrés dans la gestion
mutualisée et décloisonnée de
leurs moyens
Orientation : déconcentrer et fluidifier
la gestion des ressources humaines
Reco n°33 -(SGG, DGAFP, SG des ministères,
DGFiP) harmoniser d'ici le 31 décembre
2019 la déconcentration des actes
de gestion de tous les ministères,
notamment ceux de l'agriculture,
des finances et de la culture "	Premier Ministre	Ministère chargé de l'Agriculture et de l'Alimentation	Ministère chargé de l'Économie et des Finances					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 4 : faire
davantage confiance aux services
déconcentrés dans la gestion
mutualisée et décloisonnée de
leurs moyens
Orientation : déconcentrer et fluidifier
la gestion des ressources humaines
Reco n°34 - (DGAFP, DB) poursuivre d'ici le
31 décembre 2019 la diminution du
nombre de corps exerçant dans les
services relevant de l'administration
territoriale de l'État (ATE), assouplir
la gestion des corps interministériels
à gestion ministérielle et en créer de
nouveaux."	Ministère chargé de l'Économie et des Finances	Ministère chargé du Budget et des comptes publics	 					
